Hugo_Symbol	Frame_Shift_Del	Frame_Shift_Ins	Missense_Mutation	Nonsense_Mutation	Nonstop_Mutation	Splice_Site	Translation_Start_Site	total	MutatedSamples	AlteredSamples
SPDYE3	0	0	2	0	0	0	0	2	2	2
TBC1D25	0	0	2	0	0	0	0	2	2	2
USP6	0	0	2	0	0	0	0	2	2	2
WDR46	0	0	2	0	0	0	0	2	2	2
ZNF799	0	2	0	0	0	0	0	2	2	2
DOLK	0	0	2	0	0	0	0	2	1	1
EIF5B	0	0	2	0	0	0	0	2	1	1
IGLV2-14	0	0	2	0	0	0	0	2	1	1
ITGA5	0	0	2	0	0	0	0	2	1	1
KIR2DL3	0	0	2	0	0	0	0	2	1	1
KRTAP4-8	0	0	2	0	0	0	0	2	1	1
LILRA6	0	0	2	0	0	0	0	2	1	1
ZNF578	0	0	2	0	0	0	0	2	1	1
ABCA13	0	0	1	0	0	0	0	1	1	1
ABCA9	0	0	1	0	0	0	0	1	1	1
ABHD17A	0	0	1	0	0	0	0	1	1	1
ACKR3	0	0	1	0	0	0	0	1	1	1
ACSS3	0	0	1	0	0	0	0	1	1	1
ACTR6	0	0	1	0	0	0	0	1	1	1
ADAM21	0	0	1	0	0	0	0	1	1	1
ADAM30	0	0	1	0	0	0	0	1	1	1
ADAMTS17	0	0	1	0	0	0	0	1	1	1
ADAMTS7	0	0	1	0	0	0	0	1	1	1
ADCYAP1R1	0	0	1	0	0	0	0	1	1	1
ADD3	0	0	1	0	0	0	0	1	1	1
ADNP	1	0	0	0	0	0	0	1	1	1
ADORA3	0	0	0	0	0	1	0	1	1	1
ADSL	0	0	1	0	0	0	0	1	1	1
AGO2	0	0	1	0	0	0	0	1	1	1
AGTPBP1	0	0	0	0	0	1	0	1	1	1
AHCTF1	0	0	1	0	0	0	0	1	1	1
AHNAK	0	0	1	0	0	0	0	1	1	1
AIM2	0	1	0	0	0	0	0	1	1	1
AKT1	1	0	0	0	0	0	0	1	1	1
ALDH1A1	0	0	1	0	0	0	0	1	1	1
ALDH1L1	0	0	1	0	0	0	0	1	1	1
ALDH3A1	0	0	1	0	0	0	0	1	1	1
ALG1L	0	0	1	0	0	0	0	1	1	1
ALOX12	0	0	1	0	0	0	0	1	1	1
ALPP	0	0	1	0	0	0	0	1	1	1
AMOTL2	0	0	1	0	0	0	0	1	1	1
AMPD2	0	0	1	0	0	0	0	1	1	1
ANGPT2	0	0	1	0	0	0	0	1	1	1
ANKHD1	0	0	0	0	0	1	0	1	1	1
ANKRD30B	0	0	1	0	0	0	0	1	1	1
AP1G2	0	0	1	0	0	0	0	1	1	1
APC	0	0	1	0	0	0	0	1	1	1
APEH	0	0	1	0	0	0	0	1	1	1
APLF	0	0	1	0	0	0	0	1	1	1
APOBR	0	0	1	0	0	0	0	1	1	1
ARAP2	0	0	1	0	0	0	0	1	1	1
AREL1	0	0	1	0	0	0	0	1	1	1
ARHGEF12	0	0	1	0	0	0	0	1	1	1
ARHGEF26	0	0	1	0	0	0	0	1	1	1
ARID1A	0	0	1	0	0	0	0	1	1	1
ARMC4	0	0	1	0	0	0	0	1	1	1
AS3MT	0	0	1	0	0	0	0	1	1	1
ATF7IP	0	0	1	0	0	0	0	1	1	1
B3GNT1	0	0	1	0	0	0	0	1	1	1
BAZ1B	0	0	0	1	0	0	0	1	1	1
BMPR2	0	0	1	0	0	0	0	1	1	1
BPI	0	0	1	0	0	0	0	1	1	1
BRD9	0	0	1	0	0	0	0	1	1	1
BTBD10	0	0	1	0	0	0	0	1	1	1
BTBD3	0	0	1	0	0	0	0	1	1	1
BTBD9	0	0	1	0	0	0	0	1	1	1
C10orf32	0	0	1	0	0	0	0	1	1	1
C14orf23	1	0	0	0	0	0	0	1	1	1
C17orf47	0	0	1	0	0	0	0	1	1	1
C22orf34	0	0	1	0	0	0	0	1	1	1
C22orf42	0	0	1	0	0	0	0	1	1	1
C2orf71	0	0	1	0	0	0	0	1	1	1
C3orf30	0	1	0	0	0	0	0	1	1	1
C4orf21	0	0	1	0	0	0	0	1	1	1
C7	0	0	1	0	0	0	0	1	1	1
C7orf25	0	0	1	0	0	0	0	1	1	1
CACNA1D	0	0	0	0	0	1	0	1	1	1
CASC5	0	0	1	0	0	0	0	1	1	1
CCDC18	0	0	1	0	0	0	0	1	1	1
CCDC19	0	1	0	0	0	0	0	1	1	1
CCDC30	1	0	0	0	0	0	0	1	1	1
CCDC64B	0	0	1	0	0	0	0	1	1	1
CD200	0	0	1	0	0	0	0	1	1	1
CDC25C	0	0	1	0	0	0	0	1	1	1
CDH22	0	0	1	0	0	0	0	1	1	1
CDH8	0	0	0	1	0	0	0	1	1	1
CDR1	0	0	1	0	0	0	0	1	1	1
CEACAM21	0	0	1	0	0	0	0	1	1	1
CENPJ	0	0	1	0	0	0	0	1	1	1
CERK	0	0	1	0	0	0	0	1	1	1
CFHR4	0	0	1	0	0	0	0	1	1	1
CHAF1A	0	0	1	0	0	0	0	1	1	1
CHD2	0	1	0	0	0	0	0	1	1	1
CHD7	0	0	1	0	0	0	0	1	1	1
CHD9	0	0	0	1	0	0	0	1	1	1
CHPF2	0	0	1	0	0	0	0	1	1	1
CHRNA3	0	0	1	0	0	0	0	1	1	1
CKAP2L	0	0	1	0	0	0	0	1	1	1
CLEC18A	0	0	1	0	0	0	0	1	1	1
CNTFR	0	0	1	0	0	0	0	1	1	1
CNTN5	0	0	0	1	0	0	0	1	1	1
COL12A1	0	0	0	0	0	1	0	1	1	1
COL1A2	0	0	1	0	0	0	0	1	1	1
COL4A5	0	0	1	0	0	0	0	1	1	1
COL5A1	1	0	0	0	0	0	0	1	1	1
COL6A3	0	0	1	0	0	0	0	1	1	1
COL6A6	0	0	1	0	0	0	0	1	1	1
CPA1	0	0	1	0	0	0	0	1	1	1
CPED1	0	0	1	0	0	0	0	1	1	1
CROCC	0	0	1	0	0	0	0	1	1	1
CSPG4	0	0	1	0	0	0	0	1	1	1
CTSZ	0	0	1	0	0	0	0	1	1	1
CUL5	0	0	1	0	0	0	0	1	1	1
CXADR	0	0	1	0	0	0	0	1	1	1
CYB5R1	0	0	1	0	0	0	0	1	1	1
DACT1	0	0	1	0	0	0	0	1	1	1
DCAF11	0	0	1	0	0	0	0	1	1	1
DCAF8L2	0	0	1	0	0	0	0	1	1	1
DDX1	0	0	1	0	0	0	0	1	1	1
DDX10	0	0	1	0	0	0	0	1	1	1
DEK	0	0	1	0	0	0	0	1	1	1
DHCR7	0	0	1	0	0	0	0	1	1	1
DHRS4L2	0	0	1	0	0	0	0	1	1	1
DHX33	0	0	1	0	0	0	0	1	1	1
DISP1	0	0	1	0	0	0	0	1	1	1
DLL4	0	0	1	0	0	0	0	1	1	1
DMD	0	0	1	0	0	0	0	1	1	1
DNAH1	0	0	1	0	0	0	0	1	1	1
DNAH3	0	0	1	0	0	0	0	1	1	1
DNAH5	0	0	1	0	0	0	0	1	1	1
DNAI1	0	0	1	0	0	0	0	1	1	1
DNAJC19	0	0	1	0	0	0	0	1	1	1
DNAJC6	0	1	0	0	0	0	0	1	1	1
DND1	0	0	1	0	0	0	0	1	1	1
DNMT3A	0	0	1	0	0	0	0	1	1	1
DNTTIP2	0	0	1	0	0	0	0	1	1	1
DOPEY1	0	0	1	0	0	0	0	1	1	1
DPAGT1	0	0	1	0	0	0	0	1	1	1
DSCR3	1	0	0	0	0	0	0	1	1	1
DST	0	0	1	0	0	0	0	1	1	1
DTNA	0	0	1	0	0	0	0	1	1	1
DUOX1	0	0	1	0	0	0	0	1	1	1
DYRK1A	0	0	0	1	0	0	0	1	1	1
ECM2	0	0	1	0	0	0	0	1	1	1
ECSIT	0	0	1	0	0	0	0	1	1	1
EEF1A1	0	0	1	0	0	0	0	1	1	1
EIF1AX	0	0	1	0	0	0	0	1	1	1
EIF4A2	0	0	0	1	0	0	0	1	1	1
ELP2	0	0	0	0	0	1	0	1	1	1
EMC2	0	0	1	0	0	0	0	1	1	1
EMR2	0	0	1	0	0	0	0	1	1	1
ENAM	0	0	1	0	0	0	0	1	1	1
ENTHD1	0	0	1	0	0	0	0	1	1	1
EPC1	0	0	1	0	0	0	0	1	1	1
EPHB1	0	0	1	0	0	0	0	1	1	1
ERBB2	0	0	1	0	0	0	0	1	1	1
ERICH1	0	0	1	0	0	0	0	1	1	1
EWSR1	0	0	0	0	0	1	0	1	1	1
FAHD2B	0	0	1	0	0	0	0	1	1	1
FAM129C	0	0	0	0	1	0	0	1	1	1
FAM134A	0	1	0	0	0	0	0	1	1	1
FAM13A	0	0	1	0	0	0	0	1	1	1
FAM186A	0	0	1	0	0	0	0	1	1	1
FAM21C	0	0	1	0	0	0	0	1	1	1
FAM35A	0	0	1	0	0	0	0	1	1	1
FAM98C	0	0	1	0	0	0	0	1	1	1
FAP	0	0	1	0	0	0	0	1	1	1
FCER2	0	0	1	0	0	0	0	1	1	1
FCRL3	0	0	1	0	0	0	0	1	1	1
FCRL5	0	0	1	0	0	0	0	1	1	1
FEM1C	1	0	0	0	0	0	0	1	1	1
FERMT2	0	0	1	0	0	0	0	1	1	1
FGD6	0	0	1	0	0	0	0	1	1	1
FIGN	0	0	1	0	0	0	0	1	1	1
FLG	0	0	1	0	0	0	0	1	1	1
FMNL1	0	0	1	0	0	0	0	1	1	1
FOSL1	0	0	1	0	0	0	0	1	1	1
FOXC1	0	0	1	0	0	0	0	1	1	1
FOXO3	0	1	0	0	0	0	0	1	1	1
FOXP2	0	0	0	0	0	1	0	1	1	1
FREM2	0	0	1	0	0	0	0	1	1	1
FRG1	0	1	0	0	0	0	0	1	1	1
FRYL	0	0	1	0	0	0	0	1	1	1
FRZB	0	0	1	0	0	0	0	1	1	1
FZD3	0	0	1	0	0	0	0	1	1	1
GALNT5	0	0	1	0	0	0	0	1	1	1
GBP3	0	1	0	0	0	0	0	1	1	1
GFM2	1	0	0	0	0	0	0	1	1	1
GLYCTK	0	0	1	0	0	0	0	1	1	1
GP2	0	0	1	0	0	0	0	1	1	1
GPR149	0	0	1	0	0	0	0	1	1	1
GPRC6A	0	0	1	0	0	0	0	1	1	1
GREB1L	0	0	1	0	0	0	0	1	1	1
GRIA3	0	0	0	1	0	0	0	1	1	1
GRIK1	0	0	1	0	0	0	0	1	1	1
GRIN3A	0	0	0	1	0	0	0	1	1	1
GRIP1	0	0	1	0	0	0	0	1	1	1
GRM3	0	0	1	0	0	0	0	1	1	1
GTSF1L	0	0	1	0	0	0	0	1	1	1
GYPB	0	0	1	0	0	0	0	1	1	1
GYS1	0	0	1	0	0	0	0	1	1	1
HCAR3	0	0	1	0	0	0	0	1	1	1
HCLS1	0	0	0	1	0	0	0	1	1	1
HCN1	0	0	1	0	0	0	0	1	1	1
HEG1	0	0	1	0	0	0	0	1	1	1
HLA-DRB5	0	0	0	0	0	1	0	1	1	1
HLTF	0	0	1	0	0	0	0	1	1	1
HORMAD1	0	0	1	0	0	0	0	1	1	1
HSP90B1	0	0	1	0	0	0	0	1	1	1
HSPA4L	0	0	1	0	0	0	0	1	1	1
HSPA5	0	0	1	0	0	0	0	1	1	1
HTT	0	0	0	0	0	1	0	1	1	1
IFNA17	0	0	1	0	0	0	0	1	1	1
IFT140	0	0	1	0	0	0	0	1	1	1
IGHD2-15	0	0	1	0	0	0	0	1	1	1
IGHG3	0	0	1	0	0	0	0	1	1	1
IGHV1-2	0	0	1	0	0	0	0	1	1	1
IGHV3-48	0	0	1	0	0	0	0	1	1	1
IGHV3-7	0	0	1	0	0	0	0	1	1	1
IGKV1-16	0	0	1	0	0	0	0	1	1	1
IGKV1D-17	0	0	1	0	0	0	0	1	1	1
IGLV1-36	0	0	1	0	0	0	0	1	1	1
IGSF22	0	0	1	0	0	0	0	1	1	1
IKZF3	0	0	1	0	0	0	0	1	1	1
IL1RL1	0	0	1	0	0	0	0	1	1	1
IL36RN	0	0	0	0	0	1	0	1	1	1
IMPG2	1	0	0	0	0	0	0	1	1	1
INSC	0	0	1	0	0	0	0	1	1	1
ITGA8	0	0	1	0	0	0	0	1	1	1
ITGAL	0	0	1	0	0	0	0	1	1	1
ITIH4	0	0	1	0	0	0	0	1	1	1
ITIH6	0	0	1	0	0	0	0	1	1	1
ITSN1	0	0	1	0	0	0	0	1	1	1
IWS1	0	0	1	0	0	0	0	1	1	1
JAGN1	0	0	1	0	0	0	0	1	1	1
KANSL1L	1	0	0	0	0	0	0	1	1	1
KDM3A	0	0	1	0	0	0	0	1	1	1
KIAA1024	0	0	1	0	0	0	0	1	1	1
KIAA1109	0	0	1	0	0	0	0	1	1	1
KIAA1549L	0	0	1	0	0	0	0	1	1	1
KIAA2026	0	0	1	0	0	0	0	1	1	1
KIF16B	0	0	1	0	0	0	0	1	1	1
KIF1B	0	0	0	0	0	1	0	1	1	1
KIF20A	0	0	0	0	0	1	0	1	1	1
KIF2B	0	0	1	0	0	0	0	1	1	1
KIF4B	0	0	1	0	0	0	0	1	1	1
KIR3DL1	0	0	1	0	0	0	0	1	1	1
KLHDC2	0	0	1	0	0	0	0	1	1	1
KLK6	0	0	1	0	0	0	0	1	1	1
KMT2A	0	0	1	0	0	0	0	1	1	1
KNTC1	0	0	1	0	0	0	0	1	1	1
KRT34	0	0	1	0	0	0	0	1	1	1
KRTAP10-4	0	0	1	0	0	0	0	1	1	1
KRTAP9-2	0	0	1	0	0	0	0	1	1	1
LAT2	0	0	1	0	0	0	0	1	1	1
LCE2B	0	0	1	0	0	0	0	1	1	1
LCT	0	0	1	0	0	0	0	1	1	1
LEKR1	0	0	1	0	0	0	0	1	1	1
LHX4	0	0	1	0	0	0	0	1	1	1
LILRA3	0	0	1	0	0	0	0	1	1	1
LILRB3	0	0	1	0	0	0	0	1	1	1
LIN9	0	0	1	0	0	0	0	1	1	1
LRCH4	0	0	1	0	0	0	0	1	1	1
LRP1B	0	0	1	0	0	0	0	1	1	1
LRP4	0	0	1	0	0	0	0	1	1	1
LRPPRC	0	0	1	0	0	0	0	1	1	1
LRRC55	0	0	1	0	0	0	0	1	1	1
LTF	0	0	0	1	0	0	0	1	1	1
LTN1	1	0	0	0	0	0	0	1	1	1
MACF1	0	0	1	0	0	0	0	1	1	1
MAF	0	0	1	0	0	0	0	1	1	1
MALRD1	0	0	1	0	0	0	0	1	1	1
MARK3	0	0	1	0	0	0	0	1	1	1
MASP1	0	0	0	0	0	1	0	1	1	1
MCF2L	0	0	1	0	0	0	0	1	1	1
MED1	0	0	1	0	0	0	0	1	1	1
MED18	1	0	0	0	0	0	0	1	1	1
MEF2C	0	0	0	1	0	0	0	1	1	1
MEGF10	0	0	1	0	0	0	0	1	1	1
MIS18BP1	1	0	0	0	0	0	0	1	1	1
MKNK2	0	0	1	0	0	0	0	1	1	1
MND1	0	0	1	0	0	0	0	1	1	1
MSANTD4	0	0	1	0	0	0	0	1	1	1
MST1R	0	0	1	0	0	0	0	1	1	1
MSTO1	0	0	1	0	0	0	0	1	1	1
MT1M	0	0	1	0	0	0	0	1	1	1
MURC	0	0	1	0	0	0	0	1	1	1
MVB12A	0	0	0	0	0	1	0	1	1	1
MYBPC1	0	0	1	0	0	0	0	1	1	1
MYCBP2	1	0	0	0	0	0	0	1	1	1
MYO3B	0	0	1	0	0	0	0	1	1	1
MYO5C	0	0	0	1	0	0	0	1	1	1
MYO9A	0	0	1	0	0	0	0	1	1	1
MYOM1	0	0	1	0	0	0	0	1	1	1
MYRIP	0	0	1	0	0	0	0	1	1	1
MZF1	0	0	1	0	0	0	0	1	1	1
NBPF1	0	0	1	0	0	0	0	1	1	1
NBPF10	0	0	1	0	0	0	0	1	1	1
NDUFS1	1	0	0	0	0	0	0	1	1	1
NEDD1	0	0	1	0	0	0	0	1	1	1
NFE2L3	0	0	0	1	0	0	0	1	1	1
NHS	0	0	1	0	0	0	0	1	1	1
NLRC4	0	0	1	0	0	0	0	1	1	1
NOS1	0	0	1	0	0	0	0	1	1	1
NOTCH2	1	0	0	0	0	0	0	1	1	1
NOTCH2NL	0	0	1	0	0	0	0	1	1	1
NPY1R	0	0	1	0	0	0	0	1	1	1
NPY5R	0	0	1	0	0	0	0	1	1	1
NR4A1	0	0	1	0	0	0	0	1	1	1
NRP1	0	0	1	0	0	0	0	1	1	1
NT5C3A	0	0	1	0	0	0	0	1	1	1
NUAK2	0	0	1	0	0	0	0	1	1	1
NUP98	0	0	1	0	0	0	0	1	1	1
NXF2	0	0	1	0	0	0	0	1	1	1
NXF5	0	0	1	0	0	0	0	1	1	1
NYNRIN	0	0	1	0	0	0	0	1	1	1
OBP2B	0	0	1	0	0	0	0	1	1	1
OR10X1	0	0	1	0	0	0	0	1	1	1
OR11H1	0	0	1	0	0	0	0	1	1	1
OR2M3	0	0	1	0	0	0	0	1	1	1
OR2M5	0	0	1	0	0	0	0	1	1	1
OR2T35	0	0	1	0	0	0	0	1	1	1
OR2T4	0	0	1	0	0	0	0	1	1	1
OR4C3	0	0	1	0	0	0	0	1	1	1
OR4D11	0	0	1	0	0	0	0	1	1	1
OR4N4	0	1	0	0	0	0	0	1	1	1
OR52B6	0	0	1	0	0	0	0	1	1	1
OR52K2	0	0	1	0	0	0	0	1	1	1
OR52N5	0	0	1	0	0	0	0	1	1	1
OR5AR1	0	0	1	0	0	0	0	1	1	1
OR5D18	0	0	1	0	0	0	0	1	1	1
OR5H1	0	0	1	0	0	0	0	1	1	1
OR5M10	0	0	1	0	0	0	0	1	1	1
OR9K2	0	0	1	0	0	0	0	1	1	1
PABPC4	0	0	1	0	0	0	0	1	1	1
PARP10	0	0	1	0	0	0	0	1	1	1
PARP16	0	0	1	0	0	0	0	1	1	1
PARP4	0	0	1	0	0	0	0	1	1	1
PCDHB8	0	0	1	0	0	0	0	1	1	1
PCDHGA6	0	0	1	0	0	0	0	1	1	1
PCNX	0	0	1	0	0	0	0	1	1	1
PCOLCE	0	0	1	0	0	0	0	1	1	1
PDE1C	0	0	1	0	0	0	0	1	1	1
PDE6A	0	0	0	0	0	1	0	1	1	1
PER2	0	0	1	0	0	0	0	1	1	1
PFKM	0	0	1	0	0	0	0	1	1	1
PHACTR4	0	1	0	0	0	0	0	1	1	1
PIEZO2	0	0	1	0	0	0	0	1	1	1
PKHD1	0	1	0	0	0	0	0	1	1	1
PKP2	0	0	1	0	0	0	0	1	1	1
PLAG1	0	0	1	0	0	0	0	1	1	1
PLCH1	0	0	1	0	0	0	0	1	1	1
PLCL1	0	0	1	0	0	0	0	1	1	1
PLEKHA3	0	0	1	0	0	0	0	1	1	1
PLVAP	0	0	1	0	0	0	0	1	1	1
PLXNA3	0	0	1	0	0	0	0	1	1	1
PLXNA4	0	0	1	0	0	0	0	1	1	1
PNMAL1	0	0	1	0	0	0	0	1	1	1
PNN	0	0	1	0	0	0	0	1	1	1
POTED	0	0	1	0	0	0	0	1	1	1
POU5F1B	0	0	1	0	0	0	0	1	1	1
PP2D1	0	0	0	1	0	0	0	1	1	1
PPP1R9A	0	0	1	0	0	0	0	1	1	1
PPP5C	0	0	1	0	0	0	0	1	1	1
PRAMEF20	0	0	1	0	0	0	0	1	1	1
PREX2	0	0	1	0	0	0	0	1	1	1
PRICKLE1	0	0	1	0	0	0	0	1	1	1
PRKCE	0	0	1	0	0	0	0	1	1	1
PRKRA	0	0	1	0	0	0	0	1	1	1
PRKX	0	0	0	0	0	1	0	1	1	1
PRMT1	0	0	1	0	0	0	0	1	1	1
PRRC2C	1	0	0	0	0	0	0	1	1	1
PSAPL1	1	0	0	0	0	0	0	1	1	1
PSME4	0	1	0	0	0	0	0	1	1	1
PTPRM	0	0	1	0	0	0	0	1	1	1
PVRIG	0	0	1	0	0	0	0	1	1	1
PYROXD1	0	0	1	0	0	0	0	1	1	1
PZP	0	0	1	0	0	0	0	1	1	1
QSOX1	0	0	1	0	0	0	0	1	1	1
RAB1A	0	0	1	0	0	0	0	1	1	1
RAG1	0	0	1	0	0	0	0	1	1	1
RBM26	0	1	0	0	0	0	0	1	1	1
RBM27	0	0	1	0	0	0	0	1	1	1
RCVRN	0	0	1	0	0	0	0	1	1	1
REG3A	0	0	1	0	0	0	0	1	1	1
RFC4	0	0	1	0	0	0	0	1	1	1
RGL2	0	1	0	0	0	0	0	1	1	1
RGS6	1	0	0	0	0	0	0	1	1	1
RIC8B	0	0	1	0	0	0	0	1	1	1
RIN2	0	0	1	0	0	0	0	1	1	1
RNF113B	0	0	1	0	0	0	0	1	1	1
RNF34	0	0	1	0	0	0	0	1	1	1
RP11-1055B8.7	0	0	1	0	0	0	0	1	1	1
RP11-830F9.6	0	1	0	0	0	0	0	1	1	1
RPA4	0	0	0	1	0	0	0	1	1	1
RPS29	0	0	0	0	0	0	1	1	1	1
RRN3	0	0	1	0	0	0	0	1	1	1
RSPH4A	0	0	1	0	0	0	0	1	1	1
RUNX1T1	0	0	0	0	0	0	1	1	1	1
SCAF4	0	0	0	1	0	0	0	1	1	1
SCN1A	0	0	1	0	0	0	0	1	1	1
SEC62	0	1	0	0	0	0	0	1	1	1
SEMG2	0	0	1	0	0	0	0	1	1	1
SEPT11	0	0	1	0	0	0	0	1	1	1
SH3RF2	0	0	1	0	0	0	0	1	1	1
SHMT2	0	0	1	0	0	0	0	1	1	1
SIAE	0	0	1	0	0	0	0	1	1	1
SLAMF7	0	0	1	0	0	0	0	1	1	1
SLC15A4	0	0	1	0	0	0	0	1	1	1
SLC22A10	0	0	1	0	0	0	0	1	1	1
SLC22A15	0	0	1	0	0	0	0	1	1	1
SLC25A32	0	0	1	0	0	0	0	1	1	1
SLC25A40	0	0	1	0	0	0	0	1	1	1
SLC26A2	0	0	1	0	0	0	0	1	1	1
SLC35G5	0	0	1	0	0	0	0	1	1	1
SLC4A10	0	0	1	0	0	0	0	1	1	1
SLC4A4	0	0	1	0	0	0	0	1	1	1
SLC5A5	0	0	1	0	0	0	0	1	1	1
SLFN5	0	0	1	0	0	0	0	1	1	1
SMARCC2	0	0	1	0	0	0	0	1	1	1
SMEK2	0	0	0	1	0	0	0	1	1	1
SNAPC4	0	0	1	0	0	0	0	1	1	1
SOCS5	0	0	1	0	0	0	0	1	1	1
SOX6	0	0	1	0	0	0	0	1	1	1
SPANXN2	0	0	1	0	0	0	0	1	1	1
SPANXN5	0	0	1	0	0	0	0	1	1	1
SPATA5L1	0	0	1	0	0	0	0	1	1	1
SPRED1	0	0	1	0	0	0	0	1	1	1
SPRR1A	0	0	1	0	0	0	0	1	1	1
SPTLC1	0	0	1	0	0	0	0	1	1	1
SSH2	0	0	0	1	0	0	0	1	1	1
STAP1	0	0	1	0	0	0	0	1	1	1
STAP2	0	0	1	0	0	0	0	1	1	1
SYCP2L	0	0	1	0	0	0	0	1	1	1
SYNC	0	0	1	0	0	0	0	1	1	1
SYNE2	0	0	0	0	0	1	0	1	1	1
SYNGAP1	0	0	1	0	0	0	0	1	1	1
SYT15	0	0	1	0	0	0	0	1	1	1
SYT4	0	0	1	0	0	0	0	1	1	1
SYTL1	0	0	0	1	0	0	0	1	1	1
TAF1L	0	0	1	0	0	0	0	1	1	1
TAGAP	0	0	1	0	0	0	0	1	1	1
TBC1D26	0	0	1	0	0	0	0	1	1	1
TBC1D31	0	1	0	0	0	0	0	1	1	1
TCEAL3	0	1	0	0	0	0	0	1	1	1
TCEAL5	0	0	1	0	0	0	0	1	1	1
TCF20	0	0	0	1	0	0	0	1	1	1
TDG	0	1	0	0	0	0	0	1	1	1
TEKT5	0	0	1	0	0	0	0	1	1	1
TEP1	0	0	0	1	0	0	0	1	1	1
TET2	0	1	0	0	0	0	0	1	1	1
TEX15	0	0	1	0	0	0	0	1	1	1
TFDP3	0	0	1	0	0	0	0	1	1	1
THYN1	0	0	1	0	0	0	0	1	1	1
TIE1	0	0	1	0	0	0	0	1	1	1
TJP1	0	0	1	0	0	0	0	1	1	1
TLN1	0	0	1	0	0	0	0	1	1	1
TLR9	0	0	1	0	0	0	0	1	1	1
TM9SF1	0	0	1	0	0	0	0	1	1	1
TMEM171	0	0	1	0	0	0	0	1	1	1
TMEM231	0	0	0	0	1	0	0	1	1	1
TMEM232	0	0	1	0	0	0	0	1	1	1
TMEM97	0	1	0	0	0	0	0	1	1	1
TNFAIP8L3	0	0	0	1	0	0	0	1	1	1
TNFSF11	0	0	1	0	0	0	0	1	1	1
TNRC6B	0	0	1	0	0	0	0	1	1	1
TNXB	0	0	1	0	0	0	0	1	1	1
TOMM34	1	0	0	0	0	0	0	1	1	1
